BusAreaName,BusNum,FuelType,BusName,ID,Status,MW,Mvar,VoltSet,AGC,AVR,MVABase,MWMin,MWMax,MvarMin,MvarMax,CostModel,SubIDExtra,SubName,PartFact,Heat Rate MBTU/MWh
Maryland,175122,DFO (Distillate Fuel Oil),PERRYMAN 2 1,3,Closed,53.1,-6.48,1.038,YES,YES,63.72,26.17,53.1,-6.48,24.74,Cubic,9104,PERRYMAN 2,53.1,1.266
Maryland,175122,DFO (Distillate Fuel Oil),PERRYMAN 2 1,2,Closed,53.1,-6.48,1.038,YES,YES,63.72,6.8,53.1,-6.48,24.74,Cubic,9104,PERRYMAN 2,53.1,1.847
Maryland,175122,DFO (Distillate Fuel Oil),PERRYMAN 2 1,1,Closed,53.1,-6.48,1.038,YES,YES,63.72,22.38,53.1,-6.48,24.74,Cubic,9104,PERRYMAN 2,53.1,1.6055
Maryland,175162,WAT (Water),DARLINGTON 4 1,1,Closed,88.47,-4.33,1.04,YES,YES,106.16,37.77,88.47,-4.33,33.97,Cubic,9105,DARLINGTON 4,88.47,
Maryland,175162,WAT (Water),DARLINGTON 4 1,4,Closed,88.47,-4.33,1.04,YES,YES,106.16,14.09,88.47,-4.33,33.97,Cubic,9105,DARLINGTON 4,88.47,
Maryland,175162,WAT (Water),DARLINGTON 4 1,3,Closed,88.47,-4.33,1.04,YES,YES,106.16,13.0,88.47,-4.33,33.97,Cubic,9105,DARLINGTON 4,88.47,
Maryland,175162,WAT (Water),DARLINGTON 4 1,6,Open,0.0,0.0,1.04,YES,YES,106.16,41.53,88.47,-4.33,33.97,Cubic,9105,DARLINGTON 4,88.47,
Maryland,175162,WAT (Water),DARLINGTON 4 1,5,Open,0.0,0.0,1.04,YES,YES,106.16,40.44,88.47,-4.33,33.97,Cubic,9105,DARLINGTON 4,88.47,
Maryland,175162,WAT (Water),DARLINGTON 4 1,2,Open,0.0,0.0,1.04,YES,YES,106.16,31.87,88.47,-4.33,33.97,Cubic,9105,DARLINGTON 4,88.47,
Maryland,175202,NG (Natural Gas),SILVER SPRING 26 1,5,Open,0.0,0.0,1.04,YES,YES,5.21,0.49,4.34,-0.48,2.21,Cubic,9106,SILVER SPRING 26,4.34,0.0
Maryland,175202,NG (Natural Gas),SILVER SPRING 26 1,4,Open,0.0,0.0,1.04,YES,YES,5.21,2.14,4.34,-0.48,2.21,Cubic,9106,SILVER SPRING 26,4.34,0.0
Maryland,175202,NG (Natural Gas),SILVER SPRING 26 1,3,Open,0.0,0.0,1.04,YES,YES,5.21,0.63,4.34,-0.48,2.21,Cubic,9106,SILVER SPRING 26,4.34,0.0
Maryland,175202,NG (Natural Gas),SILVER SPRING 26 1,2,Open,0.0,0.0,1.04,YES,YES,5.21,1.19,4.34,-0.48,2.21,Cubic,9106,SILVER SPRING 26,4.34,0.0
Maryland,175202,NG (Natural Gas),SILVER SPRING 26 1,1,Open,0.0,0.0,1.04,YES,YES,5.21,0.9,4.34,-0.48,2.21,Cubic,9106,SILVER SPRING 26,4.34,0.0
Virginia Mountains,182932,NG (Natural Gas),SCOTTSVILLE 4 3,1,Closed,236.53,40.56,1.0485,YES,YES,283.83,82.37,236.53,-26.25,120.39,Cubic,9632,SCOTTSVILLE 4,236.52,7.261356155
Virginia Mountains,182942,NG (Natural Gas),SCOTTSVILLE 4 4,1,Closed,236.53,54.54,1.039,YES,YES,283.83,46.2,236.53,-26.25,120.39,Cubic,9632,SCOTTSVILLE 4,236.52,6.899390244
Virginia Mountains,182952,NG (Natural Gas),SCOTTSVILLE 4 5,1,Closed,236.53,54.54,1.039,YES,YES,283.83,65.48,236.53,-26.25,120.39,Cubic,9632,SCOTTSVILLE 4,236.52,7.044902913
Virginia Mountains,182962,NG (Natural Gas),SCOTTSVILLE 4 6,1,Closed,236.53,41.36,1.0485,YES,YES,283.83,117.24,236.53,-26.25,120.39,Cubic,9632,SCOTTSVILLE 4,236.52,7.310898425
Virginia Mountains,183002,DFO (Distillate Fuel Oil),SALEM 18 2,1,Closed,2.0,0.93,1.0425,YES,YES,2.4,0.41,2.0,-0.24,0.93,Cubic,9633,SALEM 18,2.0,0.0525
Virginia Mountains,183032,NG (Natural Gas),OAKWOOD 2 2,2,Closed,44.0,12.81,1.044,YES,YES,52.8,20.72,44.0,-4.88,22.4,Cubic,9634,OAKWOOD 2,44.0,4.882513661
Virginia Mountains,183032,NG (Natural Gas),OAKWOOD 2 2,1,Closed,44.0,12.81,1.044,YES,YES,52.8,16.26,44.0,-4.88,22.4,Cubic,9634,OAKWOOD 2,44.0,4.903532205
Virginia Mountains,183092,WAT (Water),DANVILLE 15 2,2,Closed,1.5,0.58,1.04,YES,YES,1.8,0.75,1.5,-0.07,0.58,Cubic,9635,DANVILLE 15,1.5,
Virginia Mountains,183092,WAT (Water),DANVILLE 15 2,1,Closed,1.5,0.58,1.04,YES,YES,1.8,0.69,1.5,-0.07,0.58,Cubic,9635,DANVILLE 15,1.5,
Virginia Mountains,183102,WAT (Water),DANVILLE 15 3,1,Closed,1.5,0.58,1.04,YES,YES,1.8,0.73,1.5,-0.07,0.58,Cubic,9635,DANVILLE 15,1.5,
Virginia Mountains,183132,WAT (Water),IVANHOE 1 1,3,Open,0.0,0.0,1.04,YES,YES,3.36,0.58,2.8,-0.14,1.08,Cubic,9636,IVANHOE 1,2.8,
Virginia Mountains,183132,WAT (Water),IVANHOE 1 1,2,Open,0.0,0.0,1.04,YES,YES,3.36,0.46,2.8,-0.14,1.08,Cubic,9636,IVANHOE 1,2.8,
Virginia Mountains,183132,WAT (Water),IVANHOE 1 1,1,Open,0.0,0.0,1.04,YES,YES,3.36,0.52,2.8,-0.14,1.08,Cubic,9636,IVANHOE 1,2.8,
Virginia Mountains,183162,DFO (Distillate Fuel Oil),SALEM 19 2,1,Closed,1.8,0.84,1.04,YES,YES,2.16,0.19,1.8,-0.22,0.84,Cubic,9637,SALEM 19,1.8,0.0415
Virginia Mountains,183182,WAT (Water),RADFORD 5 1,1,Open,0.0,0.0,1.04,YES,YES,22.44,2.94,18.7,-0.92,7.18,Cubic,9638,RADFORD 5,18.7,
Virginia Mountains,183192,WAT (Water),RADFORD 5 2,3,Closed,18.7,-0.92,1.044,YES,YES,22.44,5.83,18.7,-0.92,7.18,Cubic,9638,RADFORD 5,18.7,
Virginia Mountains,183192,WAT (Water),RADFORD 5 2,2,Open,0.0,0.0,1.044,YES,YES,22.44,3.79,18.7,-0.92,7.18,Cubic,9638,RADFORD 5,18.7,
Virginia Mountains,183192,WAT (Water),RADFORD 5 2,1,Open,0.0,0.0,1.044,YES,YES,22.44,3.79,18.7,-0.92,7.18,Cubic,9638,RADFORD 5,18.7,
Virginia Mountains,183242,BIT (Bituminous Coal),CLEVELAND 2 3,1,Closed,237.5,38.1,1.037,YES,YES,285.0,81.18,237.5,-28.98,110.68,Cubic,9639,CLEVELAND 2,237.5,12.89319872
Virginia Mountains,183252,BIT (Bituminous Coal),CLEVELAND 2 4,1,Closed,237.5,38.1,1.037,YES,YES,285.0,100.79,237.5,-28.98,110.68,Cubic,9639,CLEVELAND 2,237.5,14.204947
Virginia Mountains,183262,BIT (Bituminous Coal),CLEVELAND 2 5,1,Closed,237.5,38.1,1.037,YES,YES,285.0,105.65,237.5,-28.98,110.68,Cubic,9639,CLEVELAND 2,237.5,14.07480315
Virginia Mountains,183292,WAT (Water),MARTINSVILLE 5 1,2,Closed,0.65,0.25,1.043,YES,YES,0.78,0.14,0.65,-0.03,0.25,Cubic,9640,MARTINSVILLE 5,0.65,
Virginia Mountains,183292,WAT (Water),MARTINSVILLE 5 1,1,Open,0.0,0.0,1.043,YES,YES,0.78,0.3,0.65,-0.03,0.25,Cubic,9640,MARTINSVILLE 5,0.65,
Virginia Mountains,183312,WAT (Water),VINTON 4 1,2,Closed,1.8,0.69,1.04,YES,YES,2.16,0.82,1.8,-0.09,0.69,Cubic,9641,VINTON 4,1.8,
Virginia Mountains,183312,WAT (Water),VINTON 4 1,1,Closed,1.8,0.69,1.04,YES,YES,2.16,0.2,1.8,-0.09,0.69,Cubic,9641,VINTON 4,1.8,
Virginia Mountains,183342,NG (Natural Gas),BREMO BLUFF 2 2,1,Closed,127.1,5.13,1.0045,YES,YES,152.52,14.73,127.1,-14.11,64.69,Cubic,9642,BREMO BLUFF 2,127.1,5.63792234
Virginia Mountains,183352,NG (Natural Gas),BREMO BLUFF 2 3,1,Closed,127.1,5.74,1.0045,YES,YES,152.52,59.43,127.1,-14.11,64.69,Cubic,9642,BREMO BLUFF 2,127.1,5.835767608
Virginia Mountains,183382,DFO (Distillate Fuel Oil),ELKTON 8 1,1,Closed,0.9,0.42,1.04,YES,YES,1.08,0.2,0.9,-0.11,0.42,Cubic,9643,ELKTON 8,0.9,0.024
Virginia Mountains,183422,NG (Natural Gas),GORDONSVILLE 4 3,1,Closed,101.82,20.01,1.043,YES,YES,122.18,14.88,101.82,-11.3,51.83,Cubic,9644,GORDONSVILLE 4,101.82,5.224787363
Virginia Mountains,183432,NG (Natural Gas),GORDONSVILLE 4 4,1,Closed,101.82,18.16,1.043,YES,YES,122.18,49.44,101.82,-11.3,51.83,Cubic,9644,GORDONSVILLE 4,101.82,5.492610837
Virginia Mountains,183442,NG (Natural Gas),GORDONSVILLE 4 5,1,Closed,101.82,19.17,1.0475,YES,YES,122.18,39.47,101.82,-11.3,51.83,Cubic,9644,GORDONSVILLE 4,101.82,5.538561666
Virginia Mountains,183452,NG (Natural Gas),GORDONSVILLE 4 6,1,Closed,101.82,23.47,1.0475,YES,YES,122.18,13.92,101.82,-11.3,51.83,Cubic,9644,GORDONSVILLE 4,101.82,5.267613326
Virginia Mountains,183462,NG (Natural Gas),GORDONSVILLE 4 7,1,Closed,101.82,18.81,1.038,YES,YES,122.18,38.9,101.82,-11.3,51.83,Cubic,9644,GORDONSVILLE 4,101.82,5.311355311
Virginia Mountains,183502,DFO (Distillate Fuel Oil),HARRISONBURG 9 2,2,Open,0.0,0.0,1.04,YES,YES,4.8,0.78,4.0,-0.49,1.86,Cubic,9645,HARRISONBURG 9,4.0,0.0
Virginia Mountains,183502,DFO (Distillate Fuel Oil),HARRISONBURG 9 2,1,Open,0.0,0.0,1.04,YES,YES,4.8,1.29,4.0,-0.49,1.86,Cubic,9645,HARRISONBURG 9,4.0,0.0
Virginia Mountains,183512,DFO (Distillate Fuel Oil),HARRISONBURG 9 3,1,Open,0.0,0.0,1.04,YES,YES,4.8,1.81,4.0,-0.49,1.86,Cubic,9645,HARRISONBURG 9,4.0,0.0
Virginia Mountains,183522,DFO (Distillate Fuel Oil),HARRISONBURG 9 4,2,Open,0.0,0.0,1.04,YES,YES,4.8,0.88,4.0,-0.49,1.86,Cubic,9645,HARRISONBURG 9,4.0,0.0
Virginia Mountains,183522,DFO (Distillate Fuel Oil),HARRISONBURG 9 4,1,Open,0.0,0.0,1.04,YES,YES,4.8,0.57,4.0,-0.49,1.86,Cubic,9645,HARRISONBURG 9,4.0,0.0
Virginia Mountains,183532,DFO (Distillate Fuel Oil),HARRISONBURG 9 5,1,Open,0.0,0.0,1.04,YES,YES,4.8,0.46,4.0,-0.49,1.86,Cubic,9645,HARRISONBURG 9,4.0,0.0
Virginia Mountains,183572,DFO (Distillate Fuel Oil),HARRISONBURG 10 2,1,Closed,6.83,3.18,1.0345,YES,YES,8.2,1.14,6.83,-0.83,3.18,Cubic,9646,HARRISONBURG 10,6.83,0.171
Virginia Mountains,183582,DFO (Distillate Fuel Oil),HARRISONBURG 10 3,2,Closed,6.83,3.18,1.0345,YES,YES,8.2,2.85,6.83,-0.83,3.18,Cubic,9646,HARRISONBURG 10,6.83,0.167
Virginia Mountains,183582,DFO (Distillate Fuel Oil),HARRISONBURG 10 3,1,Closed,6.83,3.18,1.0345,YES,YES,8.2,1.0,6.83,-0.83,3.18,Cubic,9646,HARRISONBURG 10,6.83,0.222
Virginia Mountains,183622,WAT (Water),HALIFAX 6 2,1,Closed,0.53,0.2,1.05,YES,YES,0.64,0.07,0.53,-0.03,0.2,Cubic,9647,HALIFAX 6,0.53,
Virginia Mountains,183632,WAT (Water),HALIFAX 6 3,1,Closed,0.53,0.2,1.0475,YES,YES,0.64,0.22,0.53,-0.03,0.2,Cubic,9647,HALIFAX 6,0.53,
Virginia Mountains,183642,WAT (Water),HALIFAX 6 4,1,Closed,0.53,0.2,1.0525,YES,YES,0.64,0.16,0.53,-0.03,0.2,Cubic,9647,HALIFAX 6,0.53,
Virginia Mountains,183682,WAT (Water),LURAY 4 2,2,Closed,0.53,0.01,1.004,YES,YES,0.64,0.09,0.53,-0.03,0.2,Cubic,9648,LURAY 4,0.53,
Virginia Mountains,183682,WAT (Water),LURAY 4 2,1,Open,0.0,0.0,1.004,YES,YES,0.64,0.19,0.53,-0.03,0.2,Cubic,9648,LURAY 4,0.53,
Virginia Mountains,183692,WAT (Water),LURAY 4 3,1,Closed,0.53,0.17,1.0,YES,YES,0.64,0.16,0.53,-0.03,0.2,Cubic,9648,LURAY 4,0.53,
Virginia Mountains,183762,BIT (Bituminous Coal),GLEN LYN 5,1,Closed,168.75,-12.78,1.043,YES,YES,202.5,72.81,168.75,-20.59,78.64,Cubic,9649,GLEN LYN,168.75,11.60720593
Virginia Mountains,183772,BIT (Bituminous Coal),GLEN LYN 6,1,Open,0.0,0.0,1.04,YES,YES,202.5,70.26,168.75,-20.59,78.64,Cubic,9649,GLEN LYN,168.75,0.0
Virginia Mountains,183802,WAT (Water),RADFORD 6 1,1,Closed,1.0,-0.05,1.038,YES,YES,1.2,0.29,1.0,-0.05,0.38,Cubic,9650,RADFORD 6,1.0,
Virginia Mountains,183822,BIT (Bituminous Coal),CLARKSVILLE 4 1,2,Closed,69.9,32.57,1.043,YES,YES,83.88,7.54,69.9,-8.53,32.57,Cubic,9651,CLARKSVILLE 4,69.9,8.877033876
Virginia Mountains,183822,BIT (Bituminous Coal),CLARKSVILLE 4 1,1,Closed,69.9,32.57,1.043,YES,YES,83.88,24.12,69.9,-8.53,32.57,Cubic,9651,CLARKSVILLE 4,69.9,8.783357245
Virginia Mountains,183862,NG (Natural Gas),ELKTON 9 1,2,Open,0.0,0.0,1.04,YES,YES,4.56,1.79,3.8,-0.42,1.93,Cubic,9652,ELKTON 9,3.8,0.0
Virginia Mountains,183862,NG (Natural Gas),ELKTON 9 1,1,Open,0.0,0.0,1.04,YES,YES,4.56,0.63,3.8,-0.42,1.93,Cubic,9652,ELKTON 9,3.8,0.0
Virginia Mountains,183892,NG (Natural Gas),HARRISONBURG 11 2,1,Open,0.0,0.0,1.04,YES,YES,3.0,0.52,2.5,-0.28,1.27,Cubic,9653,HARRISONBURG 11,2.5,0.0
Virginia Mountains,183922,NG (Natural Gas),GORDONSVILLE 5 2,1,Closed,75.1,1.4,1.036,YES,YES,90.12,15.12,75.1,-8.34,38.23,Cubic,9654,GORDONSVILLE 5,75.1,5.113327289
Virginia Mountains,183932,NG (Natural Gas),GORDONSVILLE 5 3,1,Closed,75.1,2.61,1.036,YES,YES,90.12,18.63,75.1,-8.34,38.23,Cubic,9654,GORDONSVILLE 5,75.1,5.069027611
Virginia Mountains,183942,NG (Natural Gas),GORDONSVILLE 5 4,1,Closed,75.1,0.25,1.036,YES,YES,90.12,10.4,75.1,-8.34,38.23,Cubic,9654,GORDONSVILLE 5,75.1,5.051882597
Virginia Mountains,183952,NG (Natural Gas),GORDONSVILLE 5 5,1,Closed,75.1,-1.17,1.036,YES,YES,90.12,17.64,75.1,-8.34,38.23,Cubic,9654,GORDONSVILLE 5,75.1,5.162624035
Virginia Mountains,184002,WAT (Water),WARM SPRINGS 3,1,Closed,477.0,63.65,1.041,YES,YES,572.4,212.23,477.0,-23.37,183.17,Cubic,9655,WARM SPRINGS,477.0,
Virginia Mountains,184012,WAT (Water),WARM SPRINGS 4,1,Closed,477.0,63.65,1.041,YES,YES,572.4,172.61,477.0,-23.37,183.17,Cubic,9655,WARM SPRINGS,477.0,
Virginia Mountains,184022,WAT (Water),WARM SPRINGS 5,1,Closed,477.0,63.65,1.041,YES,YES,572.4,201.31,477.0,-23.37,183.17,Cubic,9655,WARM SPRINGS,477.0,
Virginia Mountains,184032,WAT (Water),WARM SPRINGS 6,1,Open,0.0,0.0,1.041,YES,YES,572.4,163.06,477.0,-23.37,183.17,Cubic,9655,WARM SPRINGS,477.0,
Virginia Mountains,184042,WAT (Water),WARM SPRINGS 7,1,Closed,477.0,63.65,1.041,YES,YES,572.4,224.81,477.0,-23.37,183.17,Cubic,9655,WARM SPRINGS,477.0,
Virginia Mountains,184052,WAT (Water),WARM SPRINGS 8,1,Closed,477.0,63.65,1.041,YES,YES,572.4,234.79,477.0,-23.37,183.17,Cubic,9655,WARM SPRINGS,477.0,
Virginia Mountains,184092,WAT (Water),COLEMAN FALLS 2,1,Closed,0.5,0.19,1.055,YES,YES,0.6,0.09,0.5,-0.02,0.19,Cubic,9656,COLEMAN FALLS,0.5,
Virginia Mountains,184092,WAT (Water),COLEMAN FALLS 2,2,Open,0.0,0.0,1.055,YES,YES,0.6,0.25,0.5,-0.02,0.19,Cubic,9656,COLEMAN FALLS,0.5,
Virginia Mountains,184102,WAT (Water),COLEMAN FALLS 3,1,Closed,0.5,0.19,1.045,YES,YES,0.6,0.21,0.5,-0.02,0.19,Cubic,9656,COLEMAN FALLS,0.5,
Virginia Mountains,184132,WAT (Water),ARARAT 2 1,3,Closed,3.7,1.42,1.04,YES,YES,4.44,0.43,3.7,-0.18,1.42,Cubic,9657,ARARAT 2,3.7,
Virginia Mountains,184132,WAT (Water),ARARAT 2 1,2,Closed,3.7,1.42,1.04,YES,YES,4.44,1.32,3.7,-0.18,1.42,Cubic,9657,ARARAT 2,3.7,
Virginia Mountains,184132,WAT (Water),ARARAT 2 1,1,Open,0.0,0.0,1.04,YES,YES,4.44,1.26,3.7,-0.18,1.42,Cubic,9657,ARARAT 2,3.7,
Virginia Mountains,184162,WAT (Water),LYNCHBURG 16 2,1,Closed,2.5,0.96,1.0405,YES,YES,3.0,0.5,2.5,-0.12,0.96,Cubic,9658,LYNCHBURG 16,2.5,
Virginia Mountains,184172,WAT (Water),LYNCHBURG 16 3,2,Open,0.0,0.0,1.04,YES,YES,3.0,0.47,2.5,-0.12,0.96,Cubic,9658,LYNCHBURG 16,2.5,
Virginia Mountains,184172,WAT (Water),LYNCHBURG 16 3,1,Open,0.0,0.0,1.04,YES,YES,3.0,0.9,2.5,-0.12,0.96,Cubic,9658,LYNCHBURG 16,2.5,
Virginia Mountains,184182,WAT (Water),LYNCHBURG 16 4,2,Closed,2.5,0.96,1.038,YES,YES,3.0,0.61,2.5,-0.12,0.96,Cubic,9658,LYNCHBURG 16,2.5,
Virginia Mountains,184182,WAT (Water),LYNCHBURG 16 4,1,Open,0.0,0.0,1.038,YES,YES,3.0,1.06,2.5,-0.12,0.96,Cubic,9658,LYNCHBURG 16,2.5,
Virginia Mountains,184232,NG (Natural Gas),NEW CANTON 3,1,Closed,186.33,56.85,1.054,YES,YES,223.6,51.56,186.33,-20.68,94.84,Cubic,9659,NEW CANTON,186.33,6.417334521
Virginia Mountains,184242,NG (Natural Gas),NEW CANTON 4,1,Closed,186.33,30.1,1.054,YES,YES,223.6,20.08,186.33,-20.68,94.84,Cubic,9659,NEW CANTON,186.33,6.320023838
Virginia Mountains,184252,NG (Natural Gas),NEW CANTON 5,1,Closed,186.33,40.24,1.054,YES,YES,223.6,50.73,186.33,-20.68,94.84,Cubic,9659,NEW CANTON,186.33,6.347583643
Virginia Mountains,184292,BIT (Bituminous Coal),NARROWS 2 2,2,Closed,6.8,3.17,1.0525,YES,YES,8.16,1.59,6.8,-0.83,3.17,Cubic,9660,NARROWS 2,6.8,8.079868709
Virginia Mountains,184292,BIT (Bituminous Coal),NARROWS 2 2,1,Closed,6.8,3.17,1.0525,YES,YES,8.16,2.97,6.8,-0.83,3.17,Cubic,9660,NARROWS 2,6.8,8.072965388
Virginia Mountains,184302,BIT (Bituminous Coal),NARROWS 2 3,1,Closed,6.8,3.17,1.0475,YES,YES,8.16,2.36,6.8,-0.83,3.17,Cubic,9660,NARROWS 2,6.8,8.09492635
Virginia Mountains,184312,BIT (Bituminous Coal),NARROWS 2 4,1,Closed,6.8,3.17,1.05,YES,YES,8.16,1.64,6.8,-0.83,3.17,Cubic,9660,NARROWS 2,6.8,8.074730842
Virginia Mountains,184342,BIT (Bituminous Coal),RADFORD 7 1,2,Closed,6.0,-0.73,1.038,YES,YES,7.2,2.84,6.0,-0.73,2.8,Cubic,9661,RADFORD 7,6.0,0.0
Virginia Mountains,184342,BIT (Bituminous Coal),RADFORD 7 1,1,Open,0.0,0.0,1.038,YES,YES,7.2,0.76,6.0,-0.73,2.8,Cubic,9661,RADFORD 7,6.0,8.064427313
Virginia Mountains,184352,BIT (Bituminous Coal),RADFORD 7 2,1,Closed,6.0,-0.31,1.04,YES,YES,7.2,1.27,6.0,-0.73,2.8,Cubic,9661,RADFORD 7,6.0,8.067321178
Virginia Mountains,184362,BIT (Bituminous Coal),RADFORD 7 3,1,Open,0.0,0.0,1.04,YES,YES,7.2,2.04,6.0,-0.73,2.8,Cubic,9661,RADFORD 7,6.0,0.0
Virginia Mountains,184402,WAT (Water),BIG ISLAND 1 1,2,Closed,0.2,0.08,1.04,YES,YES,0.24,0.03,0.2,-0.01,0.08,Cubic,9662,BIG ISLAND 1,0.2,
Virginia Mountains,184402,WAT (Water),BIG ISLAND 1 1,1,Closed,0.2,0.08,1.04,YES,YES,0.24,0.04,0.2,-0.01,0.08,Cubic,9662,BIG ISLAND 1,0.2,
Virginia Mountains,184462,BIT (Bituminous Coal),SAINT PAUL 2 5,1,Open,0.0,0.0,1.037,YES,YES,801.6,177.63,668.0,-81.5,311.29,Cubic,9663,SAINT PAUL 2,668.0,0.0
Virginia Mountains,184492,WAT (Water),BIG ISLAND 2 1,5,Closed,1.5,0.58,1.04,YES,YES,1.8,0.61,1.5,-0.07,0.58,Cubic,9664,BIG ISLAND 2,1.5,
Virginia Mountains,184492,WAT (Water),BIG ISLAND 2 1,4,Closed,1.5,0.58,1.04,YES,YES,1.8,0.54,1.5,-0.07,0.58,Cubic,9664,BIG ISLAND 2,1.5,
Virginia Mountains,184492,WAT (Water),BIG ISLAND 2 1,3,Closed,1.5,0.58,1.04,YES,YES,1.8,0.53,1.5,-0.07,0.58,Cubic,9664,BIG ISLAND 2,1.5,
Virginia Mountains,184492,WAT (Water),BIG ISLAND 2 1,2,Closed,1.5,0.58,1.04,YES,YES,1.8,0.63,1.5,-0.07,0.58,Cubic,9664,BIG ISLAND 2,1.5,
Virginia Mountains,184492,WAT (Water),BIG ISLAND 2 1,1,Closed,1.5,0.58,1.04,YES,YES,1.8,0.32,1.5,-0.07,0.58,Cubic,9664,BIG ISLAND 2,1.5,
Virginia Mountains,184512,WAT (Water),LYNCHBURG 17 1,1,Open,0.0,0.0,1.04,YES,YES,0.72,0.2,0.6,-0.03,0.23,Cubic,9665,LYNCHBURG 17,0.6,
Virginia Mountains,184522,WAT (Water),LYNCHBURG 17 2,1,Closed,0.6,0.23,1.04,YES,YES,0.72,0.07,0.6,-0.03,0.23,Cubic,9665,LYNCHBURG 17,0.6,
Virginia Mountains,184532,WAT (Water),LYNCHBURG 17 3,1,Closed,0.6,0.23,1.04,YES,YES,0.72,0.11,0.6,-0.03,0.23,Cubic,9665,LYNCHBURG 17,0.6,
Virginia Mountains,184572,WAT (Water),IVANHOE 2 1,4,Closed,5.4,2.07,1.04,YES,YES,6.48,1.86,5.4,-0.26,2.07,Cubic,9666,IVANHOE 2,5.4,
Virginia Mountains,184572,WAT (Water),IVANHOE 2 1,3,Closed,5.4,2.07,1.04,YES,YES,6.48,0.58,5.4,-0.26,2.07,Cubic,9666,IVANHOE 2,5.4,
Virginia Mountains,184572,WAT (Water),IVANHOE 2 1,1,Closed,5.4,2.07,1.04,YES,YES,6.48,0.65,5.4,-0.26,2.07,Cubic,9666,IVANHOE 2,5.4,
Virginia Mountains,184572,WAT (Water),IVANHOE 2 1,2,Open,0.0,0.0,1.04,YES,YES,6.48,1.76,5.4,-0.26,2.07,Cubic,9666,IVANHOE 2,5.4,
Virginia Mountains,184612,DFO (Distillate Fuel Oil),COVINGTON 4 3,1,Closed,20.7,-2.53,1.04,YES,YES,24.84,5.73,20.7,-2.53,9.65,Cubic,9667,COVINGTON 4,20.7,0.586
Virginia Mountains,184622,DFO (Distillate Fuel Oil),COVINGTON 4 4,1,Closed,20.7,-2.53,1.04,YES,YES,24.84,2.11,20.7,-2.53,9.65,Cubic,9667,COVINGTON 4,20.7,0.4775
Virginia Mountains,184642,DFO (Distillate Fuel Oil),COVINGTON 4 6,2,Closed,20.7,9.65,1.045,YES,YES,24.84,7.08,20.7,-2.53,9.65,Cubic,9667,COVINGTON 4,20.7,0.5205
Virginia Mountains,184642,DFO (Distillate Fuel Oil),COVINGTON 4 6,1,Closed,20.7,9.65,1.045,YES,YES,24.84,3.55,20.7,-2.53,9.65,Cubic,9667,COVINGTON 4,20.7,0.6265
Virginia Mountains,184692,WAT (Water),HURT 3 3,1,Open,0.0,0.0,1.04,YES,YES,24.0,7.93,20.0,-0.98,7.68,Cubic,9668,HURT 3,20.0,
Virginia Mountains,184702,WAT (Water),HURT 3 4,1,Closed,20.0,7.68,1.04,YES,YES,24.0,2.86,20.0,-0.98,7.68,Cubic,9668,HURT 3,20.0,
Virginia Mountains,184732,WAT (Water),BIG ISLAND 3 1,1,Closed,2.5,0.96,1.04,YES,YES,3.0,1.09,2.5,-0.12,0.96,Cubic,9669,BIG ISLAND 3,2.5,
Virginia Mountains,184732,WAT (Water),BIG ISLAND 3 1,2,Open,0.0,0.0,1.04,YES,YES,3.0,0.72,2.5,-0.12,0.96,Cubic,9669,BIG ISLAND 3,2.5,
Virginia Mountains,184772,BIT (Bituminous Coal),CLOVER 2 3,1,Closed,117.62,39.25,1.043,YES,YES,508.8,117.62,424.0,-51.73,197.58,Cubic,9670,CLOVER 2,424.0,21.42720536
Virginia Mountains,184782,BIT (Bituminous Coal),CLOVER 2 4,1,Closed,168.4,39.25,1.043,YES,YES,508.8,168.4,424.0,-51.73,197.58,Cubic,9670,CLOVER 2,424.0,22.77317881
Virginia Mountains,184812,NG (Natural Gas),BRISTOL 26 1,5,Closed,57.0,5.97,1.045,YES,YES,68.4,16.35,57.0,-6.33,29.01,Cubic,9671,BRISTOL 26,57.0,5.036129438
Virginia Mountains,184812,NG (Natural Gas),BRISTOL 26 1,4,Closed,57.0,5.97,1.045,YES,YES,68.4,23.64,57.0,-6.33,29.01,Cubic,9671,BRISTOL 26,57.0,4.887573964
Virginia Mountains,184812,NG (Natural Gas),BRISTOL 26 1,3,Closed,57.0,5.97,1.045,YES,YES,68.4,9.45,57.0,-6.33,29.01,Cubic,9671,BRISTOL 26,57.0,4.943373125
Virginia Mountains,184812,NG (Natural Gas),BRISTOL 26 1,2,Closed,57.0,5.97,1.045,YES,YES,68.4,11.84,57.0,-6.33,29.01,Cubic,9671,BRISTOL 26,57.0,4.982369535
Virginia Mountains,184812,NG (Natural Gas),BRISTOL 26 1,1,Closed,57.0,5.97,1.045,YES,YES,68.4,25.43,57.0,-6.33,29.01,Cubic,9671,BRISTOL 26,57.0,5.007523322
Virginia Mountains,184852,WAT (Water),BASSETT 3 1,3,Open,0.0,0.0,1.04,YES,YES,5.6,1.02,4.67,-0.23,1.79,Cubic,9672,BASSETT 3,4.67,
Virginia Mountains,184852,WAT (Water),BASSETT 3 1,2,Open,0.0,0.0,1.04,YES,YES,5.6,2.0,4.67,-0.23,1.79,Cubic,9672,BASSETT 3,4.67,
